用户名       ,时间                  ,问题内容,答案内容
ntcwer    ,2025-02-14 09:58:25 ,为什么在国内的网站很少听到日韩伪史论，东南亚伪史论，印度伪史论或波斯阿拉伯伪史论？,因为伪史高皇帝福缅科看不上这些地区，而传统伪史论的所有论点和方式都可以追溯到这位高人的头上。 在他的大作里西方伪史论只是一部分，还包括东方伪史论。古埃及、古希腊、古罗马和古代中国属于树大招风，他对这些古文明证伪，是为了证明文明发源自俄罗斯，只有俄罗斯是真正的古文明。。。。。。 也正是因为这样，传统伪史论只会倒腾西方伪史论（以古埃及、古希腊、古罗马等为主）和东方伪史论（以中国为主），不怎么提俄罗斯、日韩、东南亚、印度、波斯、阿拉伯等这些地区。。。。。。因为超纲了和不能反对自己祖宗。。。。。。 但是随着国内政治、经济、军事发展，民族主义开始兴起，在这个大环境背景下伪史论也开始进化了，开始顺着高皇帝的思路，向中国是唯一古文明，是最强国家发展。因此日韩伪史论，东南亚伪史论，印度伪史论和波斯阿拉伯伪史论等也开始出现了，而且越来越离谱。。。。。。
ntcwer    ,2025-02-14 09:29:06 ,“人类历史大部分时间中国都是世界最强的国家”有哪些时期中国不是世界上最强的国家呢？,朝代末期和分裂时期不是。 然后整体上是安史之乱以后开始走下坡路，宋和明中兴以后，开始衰落，直至鸦片战争打开国门。
ntcwer    ,2025-02-13 09:38:39 ,假如没有土木堡之变，朱祁镇会得到怎样的评价？,估计也不会太好，大权会逐渐落入王振这个宦官手里。 朝政会继续乌烟瘴气。
ntcwer    ,2025-02-13 09:29:13 ,2025年安卓手机配置是否可卷4k屏幕了？,像我用的小米14u，屏幕分辨率是3200x1440，已经很接近索尼Xperia1系列的4k分辨率3840x1644。 感觉上4096x2160或者3840x2160也不是不可以，电池可以加大到7500mah。毕竟当年Lumia 950xl都用上了2k屏（5.7英寸，分辨率：2560x1440），现在旗舰机在屏幕上做点文章也是可以的。
ntcwer    ,2025-02-13 09:08:15 ,假设刘备真的复兴汉室，汉朝再续命200，汉朝在中国历史上会有何等地位？,我觉得我国国号会变成汉国，曹氏一族的脑袋和王莽一起在国库里放着。 隋朝不是杨坚篡位，而是杨坚称宇宙大将军（参考日本的征夷大将军），对外称大隋国王，大汉皇帝变成像日本天皇或者周天子那样。后边朝代延续这种称法，大汉皇帝继续做虚君，下边无论乱成啥样，汉朝皇帝依然很稳。
ntcwer    ,2025-02-12 19:33:22 ,秦国的秦弩碰上亚历山大的马其顿方阵，谁会赢？,游戏里试了下，长枪兵被弩兵克制，完全不是对手。 现实没这可能，双方不会傻到用单一兵种去对阵。
ntcwer    ,2025-02-12 10:05:41 ,相信欧美人偷了永乐大典，才发明了现代科技这种言论，并且对不相信的人扣上恨国党帽子的人，上过初中吗？,初中肯定上过，因为有九年义务教育。 但是初中成绩和后边上的什么学就不知道了。
ntcwer    ,2025-02-12 09:39:03 ,如果人类可以和动物对话，世界会变成怎样？,没啥太大变化，毕竟不能让狗来做工作，我去玩。 当然养它们会更容易一些，至少可以知道它们需要什么。
ntcwer    ,2025-02-12 09:35:32 ,oppoA3和A3X哪个性能更胜一筹  各有什么缺点？,骁龙 695（a3）和天玑 6300（a3x）性能上差距不大，性能上695好一些，gpu上6300好一些。 感觉这两手机整体上都属于入门机范畴，a3配置要好，但是比同价格的中端机或者过气旗舰要差不少，a3x价格便宜。 看对比的话可以去oppo官网： 机型对比 | OPPO 官方网站 内存上a3好一些，a3x稍弱：（左边是a3x，右边是a3） 重量上a3也更轻：（左边是a3x，右边是a3） 显示上也是a3更好：（左边是a3x，右边是a3） 拍照上也是a3更好一些：（左边是a3x，右边是a3） 如果真要买，一般建议a3。
ntcwer    ,2025-02-11 09:37:26 ,以色列国防军宣布，从去年10月7日到现在他们一共打死了18000哈马斯，这数字有水分吗？可信度多高？,估计有部分妇女儿童算在里面了，毕竟哈马斯就躲在居民区，一炸弹轰上去谁知道炸死的有啥，都碎一块了。
ntcwer    ,2025-02-11 09:29:32 ,为什么《哪吒2》里面申小豹明显是花豹，而他的父亲和大哥都是黑豹?,黑豹和花豹没有生殖隔离，可以有后代，后代也有可能是花豹或者黑豹，黑豹相当于异色花豹。 猎豹和花豹关系太远了，猎豹就当是一种叫豹的猫，所以和花豹有生殖隔离。
ntcwer    ,2025-02-11 09:20:15 ,诸葛亮去世，刘禅没哭？陈祗去世，他真的是唯一为臣死而哭泣？,大概是诸葛亮死后，还有蒋琬、费祎、董允等人，刘禅处理政务时也不至于束手无策。 陈祗死后，所有的重担全刘禅挑了，真的没啥人来分担政务了。估计这么写是为了说明蜀汉人才凋零。 至于诸葛亮死后刘禅没哭，大概是躲在宫中哭了，外臣不知道，史书也就没记载。或者说在诸葛亮去世前，刘禅已经哭过了，去世时和之后反而很平静。（我怀疑是大脑的保护机制，让你不至于崩溃到摧毁自己，我在亲人去世前后有类似的经历）
ntcwer    ,2025-02-11 09:03:21 ,在古代，如果妃子在侍寝的时候把自己拔凉的脚放皇帝那里会发生什么？,这要看皇帝脾气了。 脾气好的，最多说一句，然后继续造人。。。。。。 脾气稍微差点，拖出去打一顿。 脾气很暴躁的，估计会做成冰雕，让你冰个够。。。。。。
ntcwer    ,2025-02-11 08:59:46 ,曹操处决吕布时为何要先将吕布缢死再枭首？,缢死还是看在吕布有爵位，枭首是因为吕布的罪状算反叛，这两点前边很多答主都说了。 另外的原因是，这时候曹操还是汉臣，还不能明目张胆地僭越汉朝法律。而且袁绍、刘表等都还在，做得太出格，就很难“挟天子以令诸侯”了。
ntcwer    ,2025-02-10 12:06:27 ,羊膜动物只有合弓纲和蜥形纲两个分支吗？,是的，只有这两个分支。 合弓纲和蜥形纲有共同祖先，演化出两个分支后，两个分支之间没有过渡物种，但是早期的合弓纲和蜥形纲都有对方的一些特征。
ntcwer    ,2025-02-07 09:03:27 ,如果你穿越为唐僧，在九九八十一难中，你感觉自己哪一关最难过（尤其是你能否扛住女儿国王的诱惑）？,看意识是谁的，如果是唐僧的，那无所谓，就是西游记的剧情。 意识是我的。。。。。。我待在大唐不好吗，跑西天干嘛。。。。。。也就是说这西游记没开始就结束了。
ntcwer    ,2025-02-06 14:59:51 ,寒假期间有哪些适合小学生的户外活动？,我小学时候，到寒假都是裹成粽子出门，然后在大院里玩雪和放鞭炮，不过现在有时候连雪都见不到，鞭炮也只能在部分地方能放，也不好买。 有时候也会跑到公园去玩，也会去爬山，站在山顶看下边城市，南京不缺公园和景点，这个不用发愁。
ntcwer    ,2025-02-06 14:54:22 ,12岁小孩每天把自己关在房间里，没事不出来吃好玩好，现在放假了作业也不做，说什么不喜欢听，该怎么办?,12岁小孩，那可能是因为青春期。 孩子在青春期会叛逆，如果还用老一套的说教方式，很容易让孩子更逆反。 建议还是好好沟通，而且要把自己身份放低到和孩子同辈，要听他说，然后对他遇到的问题进行引导。
ntcwer    ,2025-02-06 10:21:03 ,钟会征伐蜀汉前后，为什么有好多人看出他将会图谋不轨？,钟会的为人处世能力和人际关系太差了，属于是树敌太多，关键司马昭还很重用他，那些人就更嫉妒了。钟会反叛之前，可能这些人只是私下讨论，反了后就全冒出来了，于是说的话收录进史书，搞得好像这些人有先见之明似的。 如果钟会没反的话，那这些人还会有其它的说辞。
ntcwer    ,2025-02-05 10:16:27 ,为什么你回到了古代，让你当皇帝，你会答应吗？,我去古代当皇帝和去美国当皇帝一样离谱。。。。。。 好的话和王莽一个下场，坏的话容易和希特勒、波尔布特等类人生物坐一桌。。。。。。
ntcwer    ,2025-02-05 09:24:53 ,为什么有人认为加沙战争（2023.10.7巴以冲突）并没有真正的赢家？,哈马斯被打残，但是没能彻底消灭。 黎巴嫩的真主党也是被打残，没能彻底消灭。 以色列也没能吃下加沙地区。 反正是中东打得一团乱遭。。。。。。谁都没得到好处，后边还会接着乱。。。。。。
ntcwer    ,2025-02-03 13:28:36 ,有哪些蜥蜴的品种很温顺？,我没养过蜥蜴，不过接触过的蓝舌石龙子和中国石龙子都很温顺，壁虎是有的温顺，有的比较凶。 可能孟加拉巨蜥也很温顺吧，不然印度人不会把它当成三嫂。
ntcwer    ,2025-02-01 13:30:19 ,一个涵盖了伊比利亚半岛、法兰西(含瓦隆)、意大利的统一国家(类似西罗马)应该如何制定“普通话”?,拿破仑时的法国应该是最接近这个疆域的，官方的“通用拉丁语”是法语，地方还是用方言，也就是意大利语、西班牙语等这些。 至于现在，估计会用英语。当然现在欧洲很难统一，没分得更碎就不错了。
ntcwer    ,2025-02-01 12:45:00 ,回忆一下，没有手机的时候，大家上厕所都带的什么？,以前我家厕所是有书架的，上边都是有关军事、历史、科技等的书或者杂志，有时候也会放报纸。 后来这些都扔了，估计都腌入味了。
ntcwer    ,2025-01-30 12:37:05 ,如何评价2025年春节联欢晚会?,春晚我就挂在后台听着，全程基本上都在艾泽拉斯找长者拿先祖硬币，然后在奥格瑞玛放烟花。至于春晚有啥一个都记不得。
ntcwer    ,2025-01-28 18:26:06 ,你们家的年夜饭里，有什么菜是多年来一直不变的？,我家吃年夜饭都是在外边吃，大概是： 脆皮乳鸽 松鼠桂鱼 鲍鱼（不管和什么烧，都有鲍鱼） 葱烧海参 烤羊排 海蟹（一般是梭子蟹，有时是青蟹） 红烧甲鱼 盐水鸭（冷盘一定有） 大虾（各种虾，包括河虾、对虾、罗氏虾等） 红烧肉 黑椒牛仔骨 大概就这些不怎么变，估计饭店觉得这些比较好准备。
ntcwer    ,2025-01-27 23:08:22 ,蛇年说蛇，如何向幼儿园小朋友解释蛇的脚去哪了？,可以简单说说：蛇和蜥蜴有共同祖先，因此早期的蛇是有脚的，但是蛇为了躲避恐龙，只能选择钻入草丛、缝隙和洞穴里，由于有脚不方便，后来逐渐就把脚演化掉了。
ntcwer    ,2025-01-27 21:47:38 ,宋朝算不算大一统王朝，还是和南北朝一样的南朝？,北宋属于介于大一统王朝和南朝之间的形态，主要是大体上统一了中国，定都也在中原，但是未能收复燕云十六州，与辽国对峙，另外甘肃、宁夏地区的西夏也处于独立状态。属于统一了，但是还有未统一的地方。 南宋属于南朝没有问题。
ntcwer    ,2025-01-24 09:55:34 ,陈宫的谋略水平在三国时代能排到什么档次？如果吕布绝对信任陈宫并且言听计从，最后的结局会是什么样的？,陈宫的谋略水平，这个有点难说，初期确实把曹操打得很狼狈，中期在面对程昱和荀彧时似乎掉线了，结果只能和吕布一起去投刘备。后期属于破罐子破摔，完全不在线。我觉得他的谋略水平应该不高。 从前期来看，和吕布倒是搭配得很好，他也只适合吕布。不过吕布这人有勇无谋，见利忘义，结局依然不是太好。
